key	result
jie	[ [ "捷克" , "欧洲" , 1] , [ "基尔" , "德国" , 2] , [ "杰尔" , "匈牙利" , 2] , [ "介休" , "中国" , 2] , [ "界首" , "中国" , 2] , [ "揭阳" , "中国" , 2] , [ "杰内纳" , "苏丹" , 2] , [ "杰索尔" , "孟加拉" , 2] , [ "吉尔吉斯斯坦" , "亚洲" , 1]]
jif	[ [ "基法" , "毛里塔尼亚" , 2] , [ "基辅" , "乌克兰" , 2]]
jid	[ [ "基督城" , "新西兰" , 2] , [ "吉达" , "沙特阿拉伯" , 2] , [ "基多" , "厄瓜多尔" , 2] , [ "基蒂拉" , "芬兰" , 2] , [ "吉大港" , "孟加拉" , 2]]
jia	[ [ "戛纳" , "法国" , 2] , [ "剑桥" , "英国" , 2] , [ "甲米" , "泰国" , 2] , [ "江原道" , "朝鲜" , 2] , [ "吉安" , "中国" , 2] , [ "加拿大" , "北美洲" , 1] , [ "加尔达湖畔" , "意大利" , 2] , [ "集安" , "中国" , 2] , [ "加纳" , "非洲" , 1] , [ "加特" , "利比亚" , 2]]
jilin	[ [ "吉林" , "中国" , 2] , [ "吉灵庙" , "缅甸" , 2]]
jib	[ [ "吉布提" , "非洲" , 1]]
圣萨尔瓦	[ [ "圣萨尔瓦多" , "萨尔瓦多" , 2]]
esit	[ [ "俄斯特拉发" , "捷克" , 2] , [ "厄斯特松德" , "瑞典" , 2]]
boduoligem	[ [ "波多黎各（美）" , "北美洲" , 1]]
挪威	[ [ "挪威" , "欧洲" , 1]]
西西里	[ [ "西西里岛" , "意大利" , 2]]
jjs	[ [ "旧金山" , "美国" , 2] , [ "济金绍尔" , "塞内加尔" , 2]]
jjl	[ [ "基加利" , "卢旺达" , 2]]
帕利基	[ [ "帕利基尔" , "密克罗尼西亚" , 2]]
拉斯	[ [ "拉斯维加斯" , "美国" , 2] , [ "格拉斯哥" , "英国" , 2] , [ "斯特拉斯堡" , "法国" , 2] , [ "都拉斯" , "阿尔巴尼亚" , 2] , [ "洪都拉斯" , "北美洲" , 1] , [ "阿约拉斯" , "巴拉圭" , 2] , [ "安达韦拉斯" , "秘鲁" , 2]]
jjd	[ [ "京畿道" , "韩国" , 2]]
hubei	[ [ "湖北" , "中国" , 2]]
buleidaer	[ [ "布雷达尔斯维克" , "冰岛" , 2]]
瓦利	[ [ "瓦利斯和富图纳群岛" , "大洋洲" , 1] , [ "瓦利斯与富图纳（法）" , "大洋洲" , 1]]
圣多美及	[ [ "圣多美及普林西比" , "非洲" , 1]]
瓦加	[ [ "瓦加杜古" , "布基纳法索" , 2]]
麦孙城	[ [ "麦孙城" , "美国" , 2]]
jla	[ [ "加鲁阿" , "喀麦隆" , 2]]
东帝汶民	[ [ "东帝汶民主共和国" , "亚洲" , 1]]
gebenhag	[ [ "哥本哈根" , "丹麦" , 2]]
btltl	[ [ "布塔里塔里" , "基里巴斯" , 2]]
eerxinji	[ [ "俄尔辛基" , "乌兹别克斯坦" , 2]]
yilih	[ [ "伊犁哈萨克自治州" , "中国" , 2]]
muni	[ [ "慕尼黑" , "德国" , 2]]
京畿道	[ [ "京畿道" , "韩国" , 2]]
helut	[ [ "赫鲁特方丹" , "纳米比亚" , 2]]
鹿泉	[ [ "鹿泉" , "中国" , 2]]
ganbier	[ [ "甘比尔岛" , "法属波利尼西亚" , 2]]
aimai	[ [ "埃迈" , "瓦努阿图" , 2]]
沃尔特	[ [ "沃尔特区" , "加纳" , 2]]
巴尔杜福	[ [ "巴尔杜福斯" , "挪威" , 2]]
guixi	[ [ "贵溪" , "中国" , 2]]
maertad	[ [ "马耳他岛" , "马耳他" , 2]]
jlj	[ [ "加拉加斯" , "委内瑞拉" , 2]]
jll	[ [ "贾拉拉巴德" , "阿富汗" , 2]]
jlm	[ [ "吉灵庙" , "缅甸" , 2]]
奥克兰	[ [ "奥克兰" , "新西兰" , 2]]
虎林	[ [ "虎林" , "中国" , 2]]
jlp	[ [ "吉隆坡" , "马来西亚" , 2]]
yilusid	[ [ "易路斯岛" , "巴哈马" , 2]]
jlb	[ [ "基里巴斯" , "大洋洲" , 1]]
聊城	[ [ "聊城" , "中国" , 2]]
jld	[ [ "基利岛" , "马绍尔群岛" , 2]]
yisifahan	[ [ "伊斯法罕" , "伊朗" , 2]]
衢	[ [ "衢州" , "中国" , 2]]
美属维尔	[ [ "美属维尔京群岛" , "北美洲" , 1]]
samaer	[ [ "撒马尔罕" , "乌兹别克斯坦" , 2]]
衡	[ [ "衡水" , "中国" , 2] , [ "衡阳" , "中国" , 2]]
aeryuefu	[ [ "阿尔约夫" , "也门" , 2]]
奥卢	[ [ "奥卢" , "芬兰" , 2]]
达县	[ [ "达县" , "中国" , 2]]
埃埃斯	[ [ "埃埃斯" , "纳米比亚" , 2]]
samae	[ [ "撒马尔罕" , "乌兹别克斯坦" , 2]]
dengzhou	[ [ "邓州" , "中国" , 2]]
托克劳	[ [ "托克劳（新）" , "大洋洲" , 1]]
fashub	[ [ "法属波利尼西亚" , "大洋洲" , 1]]
第聂	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
讷	[ [ "讷河" , "中国" , 2] , [ "基希讷乌" , "摩尔多瓦" , 2]]
奥华	[ [ "奥华特" , "以色列" , 2]]
kehete	[ [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
kasabula	[ [ "卡萨布兰卡" , "摩洛哥" , 2]]
设	[ [ "设拉子" , "伊朗" , 2]]
许	[ [ "许昌" , "中国" , 2]]
讹	[ [ "讹答刺城" , "哈萨克斯坦" , 2]]
zhalantun	[ [ "扎兰屯" , "中国" , 2]]
esez	[ [ "恩舍尔兹维克" , "瑞典" , 2]]
nijia	[ [ "尼加拉瓜" , "北美洲" , 1]]
pulinxib	[ [ "普林西比" , "圣多美和普林西比" , 2]]
fashug	[ [ "法属圭亚那" , "南美洲" , 1]]
光州	[ [ "光州" , "韩国" , 2]]
艾森史塔特	[ [ "艾森史塔特" , "奥地利" , 2]]
诺萨拉比	[ [ "诺萨拉比奇" , "哥斯达黎加" , 2]]
迪亚	[ [ "迪亚巴克尔" , "土耳其" , 2] , [ "奥拉迪亚" , "罗马尼亚" , 2]]
andon	[ [ "安东尼奥港" , "牙买加" , 2]]
老挝	[ [ "老挝" , "亚洲" , 1]]
shengpiaie	[ [ "圣皮埃尔和密克隆岛" , "北美洲" , 1]]
巴亚	[ [ "巴亚莫" , "古巴" , 2] , [ "巴亚马雷" , "罗马尼亚" , 2]]
guoluo	[ [ "果洛" , "中国" , 2]]
puluowangs	[ [ "普罗旺斯埃克斯" , "法国" , 2] , [ "普罗旺斯" , "法国" , 2]]
fandigang	[ [ "梵蒂冈" , "欧洲" , 1] , [ "梵蒂冈城" , "梵蒂冈" , 2]]
jiayugu	[ [ "嘉峪关" , "中国" , 2]]
kkqdx	[ [ "库克群岛（新）" , "大洋洲" , 1]]
诸	[ [ "诸城" , "中国" , 2] , [ "诸暨" , "中国" , 2]]
tanpeil	[ [ "坦佩雷" , "芬兰" , 2]]
诺	[ [ "诺丁汉" , "英国" , 2] , [ "汉诺威" , "德国" , 2] , [ "米克诺斯岛" , "希腊" , 2] , [ "布尔诺" , "捷克" , 2] , [ "圣马力诺" , "欧洲" , 1] , [ "圣马力诺市" , "圣马力诺" , 2] , [ "卢加诺" , "瑞士" , 2] , [ "米科诺斯岛" , "希腊" , 2] , [ "诺库斯" , "乌兹别克斯坦" , 2] , [ "诺西贝岛" , "马达加斯加" , 2]]
kalagan	[ [ "卡拉干达" , "哈萨克斯坦" , 2]]
abtdlz	[ [ "安巴通德拉扎卡" , "马达加斯加" , 2]]
neibules	[ [ "那不勒斯" , "意大利" , 2]]
jejsst	[ [ "吉尔吉斯斯坦" , "亚洲" , 1]]
hanchuan	[ [ "汉川" , "中国" , 2]]
mkkljlb	[ [ "马可可拉俱乐部" , "马拉维" , 2]]
muzu	[ [ "姆祖祖" , "马拉维" , 2]]
yilus	[ [ "易路斯岛" , "巴哈马" , 2]]
阿尔梅尼亚	[ [ "阿尔梅尼亚" , "哥伦比亚" , 2]]
hangzh	[ [ "杭州" , "中国" , 2]]
戛纳	[ [ "戛纳" , "法国" , 2]]
maliyawe	[ [ "玛丽亚温泉城" , "捷克" , 2]]
banzhu	[ [ "班珠尔" , "冈比亚" , 2]]
阿尔索	[ [ "阿尔索" , "印度尼西亚" , 2]]
gangguob	[ [ "刚果（布）" , "非洲" , 1]]
suzh	[ [ "宿州" , "中国" , 2] , [ "苏州" , "中国" , 2]]
suzi	[ [ "苏滋达里" , "俄罗斯" , 2]]
第聂伯罗彼	[ [ "第聂伯罗彼得罗夫斯克" , "乌克兰" , 2]]
gangguoj	[ [ "刚果（金）" , "非洲" , 1]]
qingtongx	[ [ "青铜峡" , "中国" , 2]]
paisan	[ [ "派桑杜" , "乌拉圭" , 2]]
比勒陀利亚	[ [ "比勒陀利亚" , "南非" , 2]]
fengnin	[ [ "丰宁" , "中国" , 2]]
贾拉拉巴德	[ [ "贾拉拉巴德" , "阿富汗" , 2]]
huaihu	[ [ "怀化" , "中国" , 2]]
奥勒	[ [ "奥勒松" , "挪威" , 2]]
嘉兴	[ [ "嘉兴" , "中国" , 2]]
加德满	[ [ "加德满都" , "尼泊尔" , 2]]
liweilaer	[ [ "里韦拉尔塔" , "玻利维亚" , 2]]
特鲁	[ [ "特鲁西洛" , "洪都拉斯" , 2] , [ "斯特鲁加" , "马其顿" , 2]]
mseqd	[ [ "马绍尔群岛" , "大洋洲" , 1]]
达卡	[ [ "达卡" , "孟加拉" , 2] , [ "姆班达卡" , "刚果(布)" , 2]]
yingpufe	[ [ "英普丰多" , "刚果(布)" , 2]]
qiandon	[ [ "黔东南" , "中国" , 2]]
利比里亚	[ [ "利比里亚" , "非洲" , 1]]
法卡拉瓦(	[ [ "法卡拉瓦(岛)" , "法属波利尼西亚" , 2]]
taiyangch	[ [ "太阳城" , "南非" , 2]]
维萨	[ [ "维萨亚" , "菲律宾" , 2]]
yuanjia	[ [ "沅江" , "中国" , 2]]
ezhou	[ [ "鄂州" , "中国" , 2]]
吉达	[ [ "吉达" , "沙特阿拉伯" , 2]]
nanning	[ [ "南宁" , "中国" , 2]]
巴里萨	[ [ "巴里萨尔" , "孟加拉" , 2]]
阿瓜斯卡连	[ [ "阿瓜斯卡连特斯" , "墨西哥" , 2]]
wanzh	[ [ "万州" , "中国" , 2]]
moyou	[ [ "莫尤" , "乌干达" , 2]]
gangguo(	[ ]
马莱塔岛	[ [ "马莱塔岛" , "所罗门群岛" , 2]]
关塔	[ [ "关塔那摩" , "古巴" , 2]]
wanyu	[ [ "万源" , "中国" , 2]]
beiyiliu	[ [ "北伊柳塞拉" , "巴哈马" , 2]]
yangshu	[ [ "阳朔" , "中国" , 2]]
ouwaluod	[ [ "欧瓦罗岛" , "斐济" , 2]]
saiband	[ [ "塞班岛" , "北马里亚那群岛" , 2]]
aerbaniy	[ [ "阿尔巴尼亚" , "欧洲" , 1]]
lianji	[ [ "廉江" , "中国" , 2]]
lulia	[ [ "吕梁" , "中国" , 2]]
dusaierd	[ [ "杜塞尔多夫" , "德国" , 2]]
巴佳	[ [ "巴佳拉" , "瑞典" , 2]]
多尼	[ [ "多尼戈尔" , "爱尔兰" , 2] , [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1]]
mengtekad	[ [ "蒙特卡蒂尼" , "意大利" , 2]]
pingding	[ [ "平顶山" , "中国" , 2]]
zhongxian	[ [ "钟祥" , "中国" , 2]]
重庆	[ [ "重庆" , "中国" , 2]]
liangs	[ [ "凉山" , "中国" , 2]]
阿尔约	[ [ "阿尔约夫" , "也门" , 2]]
enshee	[ [ "恩舍尔兹维克" , "瑞典" , 2]]
liangp	[ [ "梁平" , "中国" , 2]]
aiaobeid	[ [ "埃奥贝德" , "苏丹" , 2]]
lpds	[ [ "兰佩杜萨" , "意大利" , 2]]
lalibeil	[ [ "拉利贝拉" , "埃塞俄比亚" , 2]]
sumend	[ [ "苏门答腊岛" , "印度尼西亚" , 2]]
马来奕	[ [ "马来奕区" , "文莱" , 2]]
linjia	[ [ "临江" , "中国" , 2]]
wanxi	[ [ "万象" , "老挝" , 2]]
bpld	[ [ "波普拉德" , "斯洛伐克" , 2]]
anden	[ [ "安德内斯" , "挪威" , 2]]
limini	[ [ "里米尼" , "意大利" , 2]]
bumix	[ [ "布米希尔斯" , "津巴布韦" , 2]]
安顺	[ [ "安顺" , "中国" , 2]]
huheha	[ [ "呼和浩特" , "中国" , 2]]
libiliya	[ [ "利比里亚" , "非洲" , 1]]
reshuf	[ [ "热舒夫" , "波兰" , 2]]
圣马	[ [ "圣马力诺" , "欧洲" , 1] , [ "圣马力诺市" , "圣马力诺" , 2] , [ "圣马丁" , "荷属安的列斯" , 2]]
kaliya	[ [ "卡里亚库岛" , "格林纳达" , 2]]
danbu	[ [ "淡布隆区" , "文莱" , 2]]
ganzhou	[ [ "赣州" , "中国" , 2]]
suwa	[ [ "苏瓦" , "斐济" , 2] , [ "苏瓦市" , "斐济" , 2]]
乌斯怀亚	[ [ "乌斯怀亚" , "阿根廷" , 2]]
lijiana	[ [ "里加纳" , "加拿大" , 2]]
xinkalidu	[ [ "新喀里多尼亚" , "大洋洲" , 1] , [ "新喀里多尼亚（法）" , "大洋洲" , 1]]
敖德萨	[ [ "敖德萨" , "乌克兰" , 2]]
lijiang	[ [ "丽江" , "中国" , 2]]
马扎	[ [ "马扎里沙里夫" , "阿富汗" , 2] , [ "乞力马扎罗" , "坦桑尼亚" , 2]]
suwu	[ [ "宿雾" , "菲律宾" , 2]]
釜山	[ [ "釜山" , "韩国" , 2]]
阿克拉	[ [ "阿克拉" , "加纳" , 2]]
阿巴	[ [ "阿巴丹" , "伊朗" , 2] , [ "阿巴斯港" , "伊朗" , 2]]
caierma	[ [ "采尔马特" , "瑞士" , 2]]
阿尔维	[ [ "阿尔维斯克尔" , "瑞典" , 2]]
dando	[ [ "丹东" , "中国" , 2]]
兴城	[ [ "兴城" , "中国" , 2]]
科科斯群岛	[ [ "科科斯群岛" , "大洋洲" , 1]]
binzho	[ [ "滨州" , "中国" , 2]]
walisihef	[ [ "瓦利斯和富图纳群岛" , "大洋洲" , 1]]
aoladiya	[ [ "奥拉迪亚" , "罗马尼亚" , 2]]
bafuluode	[ [ "巴夫洛德" , "哈萨克斯坦" , 2]]
阿帕	[ [ "阿帕塔基" , "法属波利尼西亚" , 2] , [ "阿帕拉普希里" , "印度尼西亚" , 2]]
andel	[ [ "安得鲁斯岛" , "巴哈马" , 2]]
卡斯特	[ [ "卡斯特里" , "圣卢西亚" , 2]]
阿布	[ [ "阿布扎比" , "阿拉伯联合酋长国" , 2] , [ "阿布鲁代斯" , "埃及" , 2] , [ "阿布贾" , "尼日利亚" , 2] , [ "阿布戴尔" , "肯尼亚" , 2] , [ "阿布穆萨" , "伊朗" , 2] , [ "阿布新比勒" , "埃及" , 2] , [ "阿布雷奥约斯" , "墨西哥" , 2]]
waerpalais	[ [ "瓦尔帕莱索" , "智利" , 2]]
nuosalab	[ [ "诺萨拉比奇" , "哥斯达黎加" , 2]]
zeng	[ [ "增城" , "中国" , 2]]
马拉	[ [ "马拉博" , "赤道几内亚" , 2] , [ "马拉维" , "非洲" , 1] , [ "马拉卡尔" , "苏丹" , 2] , [ "马拉喀什" , "摩洛哥" , 2] , [ "马拉洛奇斯" , "肯尼亚" , 2] , [ "危地马拉" , "北美洲" , 1] , [ "危地马拉城" , "危地马拉" , 2] , [ "阿斯马拉" , "厄立特里亚" , 2] , [ "马赛马拉" , "肯尼亚" , 2]]
batan	[ [ "巴坦加弗" , "中非" , 2]]
andaw	[ [ "安达韦拉斯" , "秘鲁" , 2]]
lianch	[ [ "连城" , "中国" , 2]]
andao	[ [ "安道尔" , "欧洲" , 1] , [ "安道尔城" , "安道尔" , 2]]
feicheng	[ [ "肥城" , "中国" , 2]]
贝尔法斯特	[ [ "贝尔法斯特" , "英国" , 2]]
sumeid	[ [ "苏梅岛" , "泰国" , 2]]
贝尔马立	[ [ "贝尔马立特" , "爱尔兰" , 2]]
卢班戈	[ [ "卢班戈" , "安哥拉" , 2]]
mikelu	[ [ "密克罗尼西亚" , "大洋洲" , 1]]
mosangbike	[ [ "莫桑比克" , "非洲" , 1]]
连云	[ [ "连云港" , "中国" , 2]]
huaian	[ [ "淮安" , "中国" , 2]]
fashugui	[ [ "法属圭亚那" , "南美洲" , 1]]
玻璃	[ [ "玻璃市" , "马来西亚" , 2]]
huaibe	[ [ "淮北" , "中国" , 2]]
fulangx	[ [ "弗朗西斯敦" , "博茨瓦纳" , 2]]
susa	[ [ "苏塞" , "突尼斯" , 2]]
wanua	[ [ "瓦努阿图" , "大洋洲" , 1]]
巴中	[ [ "巴中" , "中国" , 2]]
大安	[ [ "大安" , "中国" , 2]]
beibeila	[ [ "贝贝拉蒂" , "中非" , 2]]
aibeibi	[ [ "埃贝比因" , "赤道几内亚" , 2]]
hanguo	[ [ "韩国" , "亚洲" , 1]]
艾卜	[ [ "艾卜哈" , "沙特阿拉伯" , 2]]
大溪地	[ [ "大溪地" , "法国" , 2]]
shijiazhu	[ [ "石家庄" , "中国" , 2]]
xuliy	[ [ "叙利亚" , "亚洲" , 1]]
塞班	[ [ "塞班岛" , "北马里亚那群岛" , 2]]
fuluo	[ [ "弗罗茨瓦夫" , "波兰" , 2]]
波普拉德	[ [ "波普拉德" , "斯洛伐克" , 2]]
卡萨布兰	[ [ "卡萨布兰卡" , "摩洛哥" , 2]]
diyabakee	[ [ "迪亚巴克尔" , "土耳其" , 2]]
西贡	[ [ "西贡" , "越南" , 2]]
zhaerk	[ [ "扎尔卡" , "约旦" , 2]]
puyang	[ [ "濮阳" , "中国" , 2]]
jiadema	[ [ "加德满都" , "尼泊尔" , 2]]
奥勒松	[ [ "奥勒松" , "挪威" , 2]]
太子	[ [ "太子港" , "海地" , 2]]
lplg	[ [ "伦皮拉港" , "洪都拉斯" , 2]]
aerbaniya	[ [ "阿尔巴尼亚" , "欧洲" , 1]]
厄瓜多尔	[ [ "厄瓜多尔" , "南美洲" , 1]]
曼彻	[ [ "曼彻斯特" , "英国" , 2]]
baten	[ [ "巴特纳" , "阿尔及利亚" , 2]]
hasak	[ [ "哈萨克斯坦" , "亚洲" , 1]]
gujia	[ [ "古交" , "中国" , 2]]
天宁	[ [ "天宁岛" , "北马里亚那群岛" , 2]]
haiyang	[ [ "海阳" , "中国" , 2]]
sdygd	[ [ "圣地亚哥岛" , "佛得角" , 2]]
patele	[ [ "帕特雷" , "希腊" , 2]]
suqi	[ [ "宿迁" , "中国" , 2] , [ "苏恰瓦" , "罗马尼亚" , 2]]
tieermeizi	[ [ "铁尔梅兹" , "乌兹别克斯坦" , 2]]
boao	[ [ "博鳌" , "中国" , 2]]
dingzho	[ [ "定州" , "中国" , 2]]
dalia	[ [ "大连" , "中国" , 2]]
klwf	[ [ "卡罗维发利" , "捷克" , 2]]
dusaie	[ [ "杜塞尔多夫" , "德国" , 2]]
mikenu	[ [ "米克诺斯岛" , "希腊" , 2] , [ "米科诺斯岛" , "希腊" , 2]]
klwl	[ [ "克里沃罗格" , "乌克兰" , 2]]
beianpudu	[ [ "北安普顿" , "英国" , 2]]
hangzho	[ [ "杭州" , "中国" , 2]]
古里	[ [ "古里耶夫" , "哈萨克斯坦" , 2]]
laluo	[ [ "拉罗马纳" , "多米尼加共和国" , 2] , [ "拉罗汤加岛" , "库克群岛" , 2]]
chenzh	[ [ "郴州" , "中国" , 2]]
路	[ [ "路易港" , "毛里求斯" , 2] , [ "易路斯岛" , "巴哈马" , 2] , [ "耶路撒冷" , "以色列" , 2] , [ "塞浦路斯" , "亚洲" , 1]]
kjl	[ [ "克久拉霍" , "印度" , 2]]
niuatuop	[ [ "纽阿托普塔普(岛)" , "汤加" , 2]]
达喀	[ [ "达喀尔" , "塞内加尔" , 2]]
hlbe	[ [ "呼伦贝尔" , "中国" , 2]]
aibeib	[ [ "埃贝比因" , "赤道几内亚" , 2]]
jialajiasi	[ [ "加拉加斯" , "委内瑞拉" , 2]]
suom	[ [ "索马里" , "非洲" , 1]]
塞浦	[ [ "塞浦路斯" , "亚洲" , 1]]
mengluow	[ [ "蒙罗维亚" , "利比里亚" , 2]]
阿图	[ [ "阿图什" , "中国" , 2] , [ "阿图奥纳" , "法属波利尼西亚" , 2] , [ "瓦努阿图" , "大洋洲" , 1]]
suol	[ [ "索里诺" , "安哥拉" , 2] , [ "索罗蒂" , "乌干达" , 2] , [ "所罗门群岛" , "大洋洲" , 1]]
越	[ [ "越南" , "亚洲" , 1] , [ "沙捞越" , "马来西亚" , 2]]
马当	[ [ "马当市" , "巴布亚新几内亚" , 2]]
莫斯塔尔	[ [ "莫斯塔尔" , "波黑" , 2]]
维多利	[ [ "维多利亚" , "加拿大" , 2] , [ "维多利亚州" , "澳大利亚" , 2] , [ "维多利亚大瀑布" , "津巴布韦" , 2]]
suof	[ [ "索非亚" , "保加利亚" , 2]]
纳库鲁	[ [ "纳库鲁" , "肯尼亚" , 2]]
lajies	[ [ "拉杰沙希" , "孟加拉" , 2]]
bulon	[ [ "布隆迪" , "非洲" , 1]]
阿坝	[ [ "阿坝" , "中国" , 2]]
伊斯兰堡	[ [ "伊斯兰堡" , "巴基斯坦" , 2]]
boci	[ [ "博茨瓦纳" , "非洲" , 1]]
boch	[ [ "博城" , "塞拉利昂" , 2]]
balesitang	[ [ "巴勒斯坦国" , "亚洲" , 1]]
zhuoz	[ [ "涿州" , "中国" , 2]]
qiandongna	[ [ "黔东南" , "中国" , 2]]
klst	[ [ "克赖斯特彻奇" , "新西兰" , 2]]
gulayat	[ [ "古拉亚特" , "沙特阿拉伯" , 2]]
danbul	[ [ "淡布隆区" , "文莱" , 2]]
boaw	[ [ "博阿维斯塔" , "佛得角" , 2]]
bobo	[ [ "博博迪乌拉索" , "布基纳法索" , 2]]
kht	[ [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
wafa	[ [ "瓦房店" , "中国" , 2]]
奥赫里	[ [ "奥赫里德" , "马其顿" , 2]]
khm	[ [ "卡哈马尔卡" , "秘鲁" , 2]]
mawen	[ [ "马翁" , "博茨瓦纳" , 2]]
xiaweiyiqu	[ [ "夏威夷群岛" , "美国" , 2]]
考文	[ [ "考文垂" , "英国" , 2]]
资	[ [ "资兴" , "中国" , 2] , [ "资阳" , "中国" , 2]]
xuanwei	[ [ "宣威" , "中国" , 2]]
keb	[ [ "克波斯" , "哥斯达黎加" , 2] , [ "科布多" , "蒙古" , 2]]
sume	[ [ "苏梅岛" , "泰国" , 2] , [ "苏门答腊岛" , "印度尼西亚" , 2]]
buluf	[ [ "布鲁菲尔茨" , "尼加拉瓜" , 2]]
ked	[ [ "科尔多瓦" , "西班牙" , 2]]
暹粒-吴	[ [ "暹粒-吴哥窟" , "柬埔寨" , 2]]
kee	[ [ "科尔多瓦" , "西班牙" , 2] , [ "科尔霍戈" , "科特迪瓦" , 2]]
哈利法克	[ [ "哈利法克斯" , "加拿大" , 2]]
guangyuan	[ [ "广元" , "中国" , 2]]
yintelaken	[ [ "因特拉肯" , "瑞士" , 2]]
hlgl	[ [ "霍林郭勒" , "中国" , 2]]
keg	[ [ "科戈" , "赤道几内亚" , 2] , [ "库尔干秋别" , "塔吉克斯坦" , 2]]
dalei	[ [ "达累斯萨拉姆" , "坦桑尼亚" , 2]]
keh	[ [ "科尔霍戈" , "科特迪瓦" , 2] , [ "科赫特拉亚尔韦" , "爱沙尼亚" , 2]]
kek	[ [ "卡尔卡松" , "法国" , 2] , [ "科卡" , "厄瓜多尔" , 2] , [ "科克" , "爱尔兰" , 2] , [ "科科拉" , "芬兰" , 2] , [ "科科岛" , "古巴" , 2] , [ "科科斯群岛" , "大洋洲" , 1] , [ "科克斯巴扎尔" , "孟加拉" , 2]]
kej	[ [ "克久拉霍" , "印度" , 2]]
bulul	[ [ "布卢拉贡" , "斐济" , 2]]
kem	[ [ "科莫" , "意大利" , 2] , [ "库尔马特" , "瑞士" , 2] , [ "科摩多" , "非洲" , 1] , [ "科摩罗" , "非洲" , 1]]
bulun	[ [ "布伦迪欧斯" , "冰岛" , 2]]
诺西贝岛	[ [ "诺西贝岛" , "马达加斯加" , 2]]
kel	[ [ "科隆" , "德国" , 2] , [ "科伦坡" , "斯里兰卡" , 2] , [ "克罗地亚" , "欧洲" , 1] , [ "克拉科夫" , "波兰" , 2] , [ "克莱蒙" , "法国" , 2] , [ "库尔勒" , "中国" , 2] , [ "克里比" , "喀麦隆" , 2] , [ "克卢日" , "罗马尼亚" , 2] , [ "科罗尔" , "帕劳" , 2] , [ "克拉克福" , "奥地利" , 2]]
boen	[ [ "波恩" , "德国" , 2] , [ "博恩代" , "刚果(金)" , 2]]
ken	[ [ "科尼亚" , "土耳其" , 2] , [ "肯尼亚" , "非洲" , 1] , [ "科纳克里" , "几内亚" , 2]]
bulus	[ [ "布鲁塞尔" , "比利时" , 2] , [ "布鲁斯拉古纳" , "洪都拉斯" , 2]]
keq	[ [ "科恰班巴" , "玻利维亚" , 2]]
bulur	[ [ "布鲁日" , "比利时" , 2]]
奥兰治蒙	[ [ "奥兰治蒙德" , "纳米比亚" , 2]]
kes	[ [ "凯恩斯" , "澳大利亚" , 2] , [ "科斯雷" , "密克罗尼西亚" , 2]]
boer	[ [ "波尔多" , "法国" , 2] , [ "伯尔尼" , "瑞士" , 2] , [ "波尔图" , "葡萄牙" , 2] , [ "博尔" , "中国" , 2] , [ "波尔塔瓦" , "乌克兰" , 2] , [ "博尔戈尔山" , "苏丹" , 2] , [ "伯尔尼恩孔尼" , "尼日尔" , 2] , [ "波尔托海利翁" , "希腊" , 2]]
赞	[ [ "赞比亚" , "非洲" , 1]]
ket	[ [ "科托努" , "贝宁" , 2] , [ "科特迪瓦" , "非洲" , 1] , [ "科特赖克" , "比利时" , 2]]
赛	[ [ "马赛" , "法国" , 2] , [ "赛达" , "黎巴嫩" , 2] , [ "赛义德布尔" , "孟加拉" , 2] , [ "伯赛恩" , "缅甸" , 2] , [ "阿赛拉" , "埃塞俄比亚" , 2] , [ "马赛马拉" , "肯尼亚" , 2] , [ "阿斯特拉赛特拉" , "印度尼西亚" , 2]]
kew	[ [ "科维哈" , "玻利维亚" , 2] , [ "科威特" , "亚洲" , 1] , [ "科威特城" , "科威特" , 2]]
mashama	[ [ "玛沙玛拉" , "肯尼亚" , 2]]
kex	[ [ "卡尔希" , "乌兹别克斯坦" , 2] , [ "科西策" , "斯洛伐克" , 2]]
赤	[ [ "赤壁" , "中国" , 2] , [ "赤峰" , "中国" , 2] , [ "赤水" , "中国" , 2] , [ "赤塔市" , "俄罗斯" , 2] , [ "赤道几内亚" , "非洲" , 1]]
lageagel	[ [ "拉戈阿格里奥" , "厄瓜多尔" , 2]]
奥尔岛	[ [ "奥尔岛" , "马绍尔群岛" , 2]]
walu	[ [ "瓦伦西亚" , "西班牙" , 2]]
赣	[ [ "赣州" , "中国" , 2]]
alzmd	[ [ "奥兰治蒙德" , "纳米比亚" , 2]]
嵊州	[ [ "嵊州" , "中国" , 2]]
mianyang	[ [ "绵阳" , "中国" , 2]]
huisha	[ [ "会晒" , "老挝" , 2]]
利马索尔	[ [ "利马索尔" , "塞浦路斯" , 2]]
巴克拉兰	[ [ "巴克拉兰" , "马来西亚" , 2]]
hlfk	[ [ "哈利法克斯" , "加拿大" , 2]]
bode	[ [ "伯德岛" , "塞舌尔" , 2] , [ "波德戈里" , "黑山共和国" , 2] , [ "波德戈里察" , "塞尔维亚" , 2]]
